smiles,logP,logP_class,image_path
O=C(COc1ccc(F)cc1)N1C[C@@H]2[C@H](C1)C[NH+]1CCCC[C@H]21,0.7301,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3072.png
CC(=O)Nc1cccc(CNC(=O)N[C@H](CO)Cc2ccccc2)c1,2.0478,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3073.png
Cc1cccc(OCc2nnc(SCCS(C)(=O)=O)o2)c1,2.09372,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3074.png
Cn1cc(C(c2ccccc2OCC(=O)[O-])c2cn(C)c3ccccc23)c2ccccc21,3.9789,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3075.png
O=C(Nc1ccccc1-n1cnnn1)[C@H]1CC(=O)N(CC(F)(F)F)C1,1.0116,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3076.png
O=C(NCCCc1ccc(O)cc1)Nc1ccc(Oc2cccnc2)nc1,3.7288,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3077.png
Cc1cnc(NC(=O)Cc2c(C)nn(-c3ccc(Cl)cc3)c2C)s1,4.08866,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3078.png
O=C(NC(=S)NC1C2CC3CC(C2)CC1C3)c1ccc(F)cc1,3.2547,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3079.png
Cc1nc(NCCCO)cc(-c2cncc(-c3ccccc3)c2)n1,3.30832,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3080.png
CCc1ccccc1NC(=O)N1CCC(n2c(CC(C)C)nc3cccnc32)CC1,5.0612,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3081.png
CSc1ncc(CN2CC[NH+](CC3CCCCC3)[C@H](CCO)C2)cn1,1.2303,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3082.png
O=C(Cc1noc2ccccc12)OC/C=C/c1ccccc1,3.6269,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3083.png
Cc1cc(=O)[nH]c(-c2ccc(NC(=O)c3cccc4c3OCO4)cc2)n1,2.72632,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3084.png
CC(C)[C@@H](NC(=O)NCCc1cccs1)c1ccccc1,3.9871,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3085.png
O=C(c1ccco1)N1CCC[C@H](Nc2ncnc3c2CCC3)C1,2.275,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3086.png
CC[C@H](NC(=O)Cn1ccnc1)c1cccc(Cl)c1,2.804,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3087.png
CCN(C[C@H]1CCCO1)C(=O)N[C@H](C)CCc1cccn1C,2.5567,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3088.png
O=[N+]([O-])c1cccc(CSC2=NCCN2S(=O)(=O)c2ccc(Cl)cc2)c1,3.5419,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3089.png
N#C/C=C(\c1ccc(F)cc1)N1CCC(Oc2ccnc(C(N)=O)c2)CC1,2.72748,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3090.png
COc1cc(C(=O)c2ccc(Br)cc2)ccc1Cl,4.3421,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3091.png
Cc1csc([C@H](NC(=O)Nc2ccc(COC(C)(C)C)cc2)C2CC2)n1,5.03942,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3092.png
COc1ccc(OC)c([C@@H](c2nnnn2C(C)(C)C)N2CCC(C(N)=O)CC2)c1,1.732,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3093.png
CC[C@@H](NC(=O)Nc1cccc(-c2ncc(C)o2)c1)c1nccs1,4.37932,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3094.png
CC(C)=CCC[C@H](C)C[NH+]1CCc2nnc(C(C)C)n2CC1,2.225,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3095.png
COc1cc(-c2cc(NCC[NH+](C)C)nc3[nH]ccc23)ccc1O,1.5005,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3096.png
NC(=O)N/N=C\c1ccc(Cl)c(Cl)c1,1.9956,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3097.png
CN(CCCn1cc[nH+]c1)C(=O)NC[C@H]1CN2CCCC[C@@H]2CO1,0.5870000000000001,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3098.png
CC[C@@H]1CN(C(=O)c2cnn(CC)c2)CC[C@H]1c1ccccc1,3.5589,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3099.png
CCOc1ccc(Cc2nc3sc(CC)cc3c(=O)[nH]2)cc1,3.5365,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3100.png
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1ccc(Cl)cc1F,5.48732,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3101.png
C[C@H](Nc1oc(-c2cccs2)nc1S(=O)(=O)c1ccc2c(c1)OCCO2)c1ccccc1,5.1802,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3102.png
O=S(=O)([N-]c1nc2ccccc2nc1Cl)c1ccc2ccccc2c1,4.8305,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3103.png
Cc1cccc([C@H]2CCCN2Cc2c[nH]c[nH+]2)c1C,2.78274,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3104.png
O=C(N1CCC2(CC1)OCCN2S(=O)(=O)c1ccccc1)C1(c2ccccc2)CCOCC1,2.7746,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3105.png
CC1(C)CCC(C#N)([C@](C)(O)c2cc(F)cc(F)c2)CC1,4.2824800000000005,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3106.png
CCC[NH2+][C@@H]1CC[C@@H](N2CCC[C@H](C(F)(F)F)C2)C1,2.1552,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3107.png
CCC[NH2+][C@H]1[C@H](C[NH+](CC)C2CC2)CCCC1(C)C,1.2219,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3108.png
CC(C)N1C(=O)c2ccccc2N2C(=O)CC[C@@]21C(=O)OCC(=O)C(C)(C)C,2.5323,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3109.png
Cc1oc(NC(=O)[C@H](C)N2CC[NH+](C(C)C)CC2)c(C#N)c1C,0.70402,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3110.png
CCOc1cc(C[NH+]2CCC([C@@H](C)O)CC2)ccc1OC(F)F,1.8624,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3111.png
CN[C@@H](C)c1cc[nH+]c(N2CCCC[C@@H]2CO)c1,1.1323,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3112.png
COC(=O)C1=C(CS(=O)(=O)c2cc(C)ccc2C)NC(=O)N[C@@H]1c1ccc(C)cc1,2.86676,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3113.png
Cc1cccc(C(C)C)c1NC(=O)[C@@H](C)Nc1ccc2c(c1)OCCO2,4.32872,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3114.png
O=C1COc2ccc(S(=O)(=O)NCCc3cc(F)cc4c3OCOC4)cc2N1,1.5441,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3115.png
Cc1ccccc1C[C@H](C1CCN(C(=O)c2ccc3ccccc3n2)CC1)N(C)C(=O)Cn1cccn1,4.36182,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3116.png
O=C(CCc1ccc(Cl)s1)NC1CCC([NH+]2CCCCC2)CC1,2.8303,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3117.png
CC[C@@H](C)N(C)C(=O)Nc1ccccc1C,3.25722,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3118.png
O=C(/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCC[C@H]1c1cccs1,4.6897,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3119.png
C[NH+](CCCCCS)[C@H]1CCSC1,1.1067,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3120.png
O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc(F)cc1F,2.9875,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3121.png
CCN(C(=O)Nc1cc(NC(C)=O)ccc1C)[C@H](C)Cc1ccc(OC)cc1,4.447019999999998,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3122.png
CC[NH+](C[C@@H]1CCCC(C)(C)C1=O)C1CC1,1.449,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3123.png
CCCCn1c([S@](=O)Cc2ccc(OC)cc2Cl)n[nH]c1=O,2.3413,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3124.png
Cc1cnn(CCC(=O)N2CCSC(C)(C)C2)c1,1.93562,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3125.png
CC[NH+]1CC[C@@H](N(C)C(=O)COc2cccc(C)c2)[C@H](C)C1,1.14542,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3126.png
COc1ccc(C(=O)NC2C[C@@H]3CCC[C@H](C2)[NH+]3Cc2ccccc2)cc1,2.5936,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3127.png
OCC[NH+](Cc1cccc(C(F)(F)F)c1)C1CC1,1.245,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3128.png
O=C([O-])c1cn(C2CN(C(=O)c3c[nH]nn3)C2)nn1,-2.5432,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3129.png
COc1ccc(-c2[nH+]nc(Nc3ccc(OC)c(C(N)=O)c3)c3ccccc23)cc1,3.5756,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3130.png
CC(=O)Nc1ccc(Cl)c(NC(=O)CCCOc2cccnc2)c1,3.4911,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3131.png
CCCn1c([C@@H](O)c2cccc(OC)c2OC)nc2ccccc21,3.5452,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3132.png
CC(C)(C)c1nc([C@H]2CCC[NH2+]C2)no1,0.8079,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3133.png
C[C@H]([NH2+]C[C@@]1(C)CCCO1)C(=O)[O-],-1.7427,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3134.png
CCN(CCC1OCCCO1)c1cccc(C)c1,2.9744200000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3135.png
Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)N[C@H](C)c3cccc(Cl)c3)CC2)c(C)c1,4.54336,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3136.png
O=S(=O)(c1ccc(N2CCN(C(c3ccccc3)c3ccccc3)CC2)nc1)N1CCCCC1,4.1678,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3137.png
COc1ccc(N2C(=S)N[C@@H]3C[C@@]2(C)Oc2ccc4ccccc4c23)cc1,4.7829,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3138.png
O=C(NCc1nnc2n1CCCCC2)N[C@@H]1CCCC[C@H]1OC1CCCC1,3.0741,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3139.png
C[C@H]([NH2+]C1C[C@@H](C)O[C@H](C)C1)C1CCC1,1.6944,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3140.png
CC[C@H]1CCCN(C(=O)[C@H](C)NS(=O)(=O)c2cccs2)C1,2.0635,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3141.png
CCNc1nc(C)cc(N2CCN(C(=O)c3ccc(OC)c(OC)c3)CC2)n1,2.1964200000000003,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3142.png
C[C@H](NC(=O)c1cccn1-c1cccc(I)c1)c1ccncc1,3.9679,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3143.png
O=C(Nc1ccc(I)cc1)c1cccc(NC(=O)[C@H]2CCCO2)c1,3.661,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3144.png
O=[N+]([O-])/C=C/c1ccc2c(c1)CCCO2,2.259,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3145.png
O=C(NCc1ccnc(OC2CCCC2)c1)Nc1ccc(F)cc1F,4.0029,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3146.png
O=C(N[C@@]1(Cc2ccccc2)NC(c2ccccc2)=NC1=O)c1ccccc1,2.932,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3147.png
C#CCNCC(=O)N[C@H](C)Cc1ccccc1Cl,1.61,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3148.png
COc1ccccc1C(=O)NC(=O)CSc1ccc(C)c(C)c1,3.3607400000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3149.png
COc1ccc(CCN2C(=O)c3cc4occc4n3C[C@]2(C)C(=O)NC2CCCCCC2)cc1OC,4.5477,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3150.png
O=C(NCCn1cc[nH+]c1)Nc1ccc(NC(=O)c2ccccc2)cc1C(F)(F)F,3.395,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3151.png
CC(C)CN1C(=O)c2ccccc2N[C@H]1C1CCCCC1,4.1167,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3152.png
CN(CC1(CO)COC1)c1ccc(C(C)(C)C)cc1,2.4292,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3153.png
CCc1cc2c(SCC(=O)NCc3ccc(C)cc3)ncnc2s1,3.97062,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3154.png
Cc1nnc(C[NH+](C)[C@H]2C[C@@H](c3ccccc3)C[C@@H](C)C2)n1C,2.11062,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3155.png
Cc1cc(C)nc(SCCn2c(N3CCOCC3)nc3c2c(=O)n(C)c(=O)n3C)n1,0.46944,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3156.png
COc1cccc(NC(=O)c2ccnc(N3CCC(C(=O)Nc4ccc(F)cc4)CC3)c2)c1,4.3367,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3157.png
CCOC[C@H]1CCCN(C(=O)NCc2ccc(OC(C)C)cc2)C1,3.4319,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3158.png
O=C1C[C@H](CC(=O)N2CCOC[C@@H]2C2CC2)CO1,0.5770000000000001,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3159.png
COC(=O)c1ccccc1C(=O)N(C)[C@H](C)Cc1cc(C)ccn1,2.87982,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3160.png
Cc1ccccc1N1CCN(S(=O)(=O)CCC2CC2)CC1,2.2469200000000003,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3161.png
Cc1ccc([C@@H](C(=O)NC(C)(C)C)N(C(=O)c2csnn2)c2ccc(Cl)cc2)o1,4.39572,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3162.png
COc1ccc([N+](=O)[O-])cc1C(N)=[NH2+],-0.9322,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3163.png
COc1ccccc1/C=c1/sc2nnc(-c3ccc(Cl)cc3)n2c1=O,3.0277,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3164.png
N#CCCn1cc(C[NH2+][C@H]2CCS(=O)(=O)C2)c(-c2ccccc2)n1,0.71428,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3165.png
CC(C)([C@H](O)c1c(F)cccc1F)[NH+]1CCCCCC1,2.2357,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3166.png
O=C(c1ccccc1F)N1CCN(C(=O)[C@@H]2CC=CCC2)CC1,2.4664,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3167.png
Cc1cc(F)cc(NC[C@@H](O)CO[C@H]2CCC[C@H](C)C2)c1,3.50222,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3168.png
CCc1csc([C@@H]2CCC[NH+](Cc3ccn(C)c3)C2)n1,2.0065,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3169.png
COC[C@@H]1CCCN(C(=O)NC(c2ccccc2)c2ccccc2)C1,3.844,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3170.png
C#CCNC(=O)c1ccccc1NC(=O)c1ccn(-c2ccccc2F)n1,2.6267,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3171.png
COc1ccccc1-c1cc(C(=O)Nc2n[nH]c(CC(C)C)n2)n[nH]1,2.6542,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3172.png
O=C(NCc1cc(-c2cccnc2)no1)[C@H]1COc2ccccc2C1,2.6041,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3173.png
CCCCc1ccc(CC(=O)N2CCN(C(=O)C(=O)NC3CC3)CC2)cc1,1.5211,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3174.png
O=S(=O)(Nc1cccc(-n2cnnn2)c1)c1cc(C(F)(F)F)ccc1Cl,3.1353,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3175.png
CN(CCCS(C)(=O)=O)C(=O)CCc1cscn1,0.9688,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3176.png
COc1cccc(CNC(=O)[C@H]2CCCN(c3ccc(-c4ccc(F)cc4)nn3)C2)c1,3.8241,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3177.png
COc1ccc(C[NH+]2CCC(c3cc(=O)[nH]c(-c4ccccn4)n3)CC2)cc1O,1.5086,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3178.png
CC(C)C/C(=N\Nc1nncc2ccccc12)c1ccccc1,4.4921,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3179.png
CSCC[C@@H](C(=O)N1CCN(c2nccs2)CC1)N1C(=O)c2ccccc2C1=O,2.2096,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3180.png
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)Nc1cc2c(cc1Cl)OCCO2,4.0971,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3181.png
Cc1csc([C@H](Cc2cccs2)NC(=O)CN[C@@H]2C=CS(=O)(=O)C2)n1,1.81332,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3182.png
NC(=O)C[C@H](NC(=O)[C@H]1C[C@@H]1c1ccc(F)cc1)C1CCCCC1,2.8697,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3183.png
CC(=O)N1C[C@H](C)Sc2ccc(S(=O)(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)cc21,3.13232,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3184.png
CC(C)NC(=O)c1ccc(Cl)c(NC(=O)c2ccc(Cl)nc2)c1,3.7789,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3185.png
Cc1ccc(-n2c(SCC(C)(C)O)nc3ccccc3c2=O)cc1C,3.86554,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3186.png
CCOC[C@@H]1CCCN(C(=O)C2=NN(Cc3ccc(F)cc3)C(=O)CC2)C1,2.5792,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3187.png
CCOc1ccccc1[C@H]1C(C#N)=C(SC)NC2=C1C(=O)CCC2,3.877380000000001,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3188.png
CC(C)CC(=O)Nc1ccc(NC(=O)C(=O)N2CCC[C@@H](C)C2)cc1,2.8682,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3189.png
C[C@H](NC(=O)c1cncc(Br)c1)c1ccc(-c2ccccc2)cc1,5.0021,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3190.png
Cc1nc(Oc2cccnc2)c2c(-c3ccccc3)csc2n1,4.8540199999999984,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3191.png
Cc1cccc(C(C)C)c1NC(=O)Cn1c(=O)c(N(C)C)c(N)n(C)c1=O,1.2657200000000002,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3192.png
O=C(Cc1ccccc1CNC(=O)c1nc[nH]c1-c1cccnc1)Nc1ccccc1,3.5829,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3193.png
Cc1cc(C)c(C(=O)NCCSc2ccccc2)c(=O)[nH]1,2.51384,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3194.png
C[C@@H]1CN(CC(=O)N[C@@](C)(C#N)C2CC2)CCN1Cc1[nH+]ccn1C,0.15378,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3195.png
CCC[C@H]1CN(C(=O)CSC)C[C@@H]1Nc1cc(C)nc(N)n1,1.76922,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3196.png
Cc1ccsc1CNC(=O)c1ccc(C#CCCO)s1,2.78192,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3197.png
C[C@H]([NH2+]C[C@H](c1ccccc1)c1c[nH]c2ccccc12)C(=O)NC1CCCCC1,3.7006,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3198.png
CS[C@@H]1CC[C@@H](NC(=O)c2cc(F)ccc2F)C1,2.9787,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3199.png
Cc1cc(C(=O)N2CC[NH+](C)CC2)nn1CC(=O)NCCCN1CCOCC1,-1.99948,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3200.png
CCc1ccc(OC(=O)CCn2cc([N+](=O)[O-])nc2C)cc1,2.65782,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3201.png
CCN(C(=O)c1cccc(OCC(F)F)n1)c1ccncc1,2.7872,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3202.png
COc1ccc(F)cc1NC(=O)/C=C/c1ccc(OC(C)C)c(OC)c1,4.282,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3203.png
O=C(Nc1ccccc1[N+](=O)[O-])c1cccc(S(=O)(=O)Nc2ccc(F)cc2)c1,3.787,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3204.png
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)N[C@H](C)c1ccccc1F,4.7772,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3205.png
Cc1cc(C(=O)NNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)c(C)o1,2.41834,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3206.png
O=[N+]([O-])c1ccc(CS(=O)(=O)N[C@@H]2CCC[C@@H](C(F)(F)F)C2)cc1,3.1353,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3207.png
CCS(=O)(=O)N1Cc2ccccc2C[C@H]1C(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1,2.4149,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3208.png
Cc1ccccc1N1CCN(C(=O)CCCn2cc[nH+]c2C)[C@@H](C)C1,2.43654,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3209.png
CCC1=NN[C@H](N/N=C/[C@@H]2C=NN=C2c2ccc(F)cc2)N1N,0.5918,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3210.png
Cc1ccc(N[C@H](C)CC(C)C)c([N+](=O)[O-])c1,3.74972,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3211.png
CCOc1cc(/C=C(\C#N)c2nc3ccccc3s2)cc(Cl)c1O,5.1181800000000015,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3212.png
COc1ccc(N2C[C@H](C(=O)Nc3ccc(C)c(F)c3)CC2=O)c(OC)c1,3.14292,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3213.png
Cc1noc(NC(=O)c2cnn(-c3ccncc3)c2C)n1,1.51944,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3214.png
Cc1cc(Br)ccc1CN(C)CCc1nccs1,3.88852,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3215.png
Cc1ccc(NS(=O)(=O)c2ccc(C(=O)N3CCC(C4OCCO4)CC3)cc2)cc1,3.0209200000000003,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3216.png
C[NH+](C)C1(CNS(=O)(=O)c2c[nH]c3nccc(Cl)c23)CCOCC1,0.1883,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3217.png
CN(C(=O)N[C@H]1CC[C@@H]([NH+](C)C)C1)[C@@H]1CCN(c2ccccc2F)C1=O,0.638,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3218.png
COc1cccnc1O[C@@H]1CC[NH2+]C1,-0.1953,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3219.png
COCC[C@@H](C)NC(=O)NCC1([NH+](C)C)CCOCC1,-0.5957,1,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3220.png
Cc1cc(C)c(C(=O)CSc2nnc(N3CCOCC3)n2C2CC2)cc1C,3.34986,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3221.png
C[C@@H](c1cccc(NC(=O)c2ccccc2)c1)N(C)S(=O)(=O)c1ccc2c(c1)OCCCO2,4.4819,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3222.png
Cc1cnn(-c2cc(Br)ccn2)c1,2.33822,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3223.png
CCC1(CC)CC[NH+](CC[C@H](NC)c2ccccc2Br)C1,3.1947,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3224.png
CC(=O)Nc1cc(C(=O)N2CCSC(C)(C)C2)ccc1C,2.92102,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3225.png
Cc1ccc(C)c(CS(=O)(=O)Cc2cc(=O)n3cccc(C)c3n2)c1,2.73476,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3226.png
CC(C)n1ccc(C(=O)Nc2nc3ccc(S(=O)(=O)N(C)C)cc3s2)n1,2.5763,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3227.png
CC[C@@H]1CCC[C@H](NC(=O)NC2CCN(c3ccc(C#N)cn3)CC2)C1,3.19008,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3228.png
Cc1cccc(NC(=O)CN(C)C(=O)c2cc(=O)[nH]c3ccccc23)c1C,2.85564,3,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3229.png
COc1ccc(CN2CCOC[C@H]2CC(C)C)s1,3.0036,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3230.png
C[C@@H](C[C@H]1CCC[NH2+]C1)c1ccccc1,2.1536,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3231.png
CC(C)[C@@H](C)CC(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,3.1824,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3232.png
CC1=C(C(=O)OC(C)C)[C@H](c2ccco2)n2c(nc3ccccc32)N1,3.8698,5,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3233.png
Cn1c(=O)[nH]c(=O)c2c1ncn2CC(=O)N1[C@H]2CC[C@@H]1CC(c1ccc(F)cc1)C2,1.4996,2,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3234.png
COc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCC[C@@H]1c1ccc2c(c1)OCCCO2,3.2905,4,E:\IITB\SEM8\ME793\Drug Discovery\images\images_3235.png
