smiles,logP,qed,SAS,logP_class,images
O[C@H](CCc1ccc(Cl)cc1F)c1ccccc1,4.1453,0.8458978162819999,2.2325927050560708,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29BC50>
C[C@H](c1ccccn1)[NH+](C)CCC(=O)N1CCN(c2ncccn2)CC1,0.1862,0.821350877572,3.779237995998578,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3605D0>
C[C@@H](NC1CC[NH+](CC(=O)Nc2ccccc2)CC1)c1nccs1,1.4797,0.750552450455,3.8429207100742113,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3621D0>
Cc1nonc1OCC[NH2+]Cc1c(C(=O)N(C)C)nc2ccc(Cl)cn12,0.52332,0.612299330042,3.7049709014763055,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29B690>
CCOc1ccc(NCC(=O)NCc2ccco2)cc1,2.4066,0.8136931493330001,1.8227579704577508,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC60110>
C[C@@H](c1ccc(F)cc1)N(C)C(=O)NC[C@@H]1CCCN(c2ncccn2)C1,3.2347,0.8627368040279999,3.0504592875537586,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8E1250>
Brc1cccc(-c2ccc(N3CC[NH2+]CC3)nn2)c1,1.2895,0.917312128513,3.2138500424256167,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC6AA10>
O=C(NCc1cscn1)N1CCC(OCc2ccccc2F)CC1,3.173,0.889109778986,2.3761877490449628,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC63D90>
N#CCSc1cccc(C(=O)N[C@H](c2ccc(Cl)cc2)C2CC2)c1,4.83678,0.720581969313,2.7251127979863004,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD363C90>
O=C(COC(=O)c1cncc(Br)c1)Nc1ccc(Br)cc1,3.4021,0.764046265887,1.9090707390762385,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC69C10>
CCSc1sccc1[C@H]1C(C#N)=C(N)N(c2cc([N+](=O)[O-])ccc2C)C2=C1C(=O)CC(C)(C)C2,6.0176,0.304483797636,3.5962062477096213,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC63650>
CC[C@H]1C[NH2+]CC[C@@H]1c1cc(OC)c(OC)cc1Br,2.5432,0.919657535835,4.125513786779319,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD291990>
O=C(NNc1cccc(C(F)(F)F)c1)c1cccc2cccnc12,4.0105,0.687785784297,2.1051769216370784,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD362210>
O=C(NC[C@H]1CCCO1)C1CCN(c2ccc(Sc3ccc(Br)cc3)nn2)CC1,3.9019,0.658601421313,2.9026684449292723,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29A4D0>
CC(=O)C[C@@H]1CCCCC[NH+]1CC1CC1,1.203,0.7486827042499999,4.790964746217956,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD360AD0>
C[C@H](NC(=O)c1cccc(Oc2ccccc2)c1)c1ccc(-n2cncn2)cc1,4.5506,0.50616777912,2.4477815671012166,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD299C50>
CSc1nc(-c2ccc(C(C)(C)C)cc2)c(C#N)c(N2CCOCC2)n1,3.871280000000001,0.58580925611,2.489629489463661,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD2B2F10>
CCC[C@H](C)NC(=O)[C@@H]1CCC[NH+](CC(=O)NC(=O)NC2CC2)C1,-0.4257,0.5265728786420001,4.33651516960496,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDAB190>
CCNC(=O)C[NH2+][C@H]1CCN([C@@H](C)c2ccccc2)C1,0.5214,0.81156354045,3.8309549416024673,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8E0050>
Cc1nc2ccc3nc(NC(=O)c4cccc(Br)c4)sc3c2s1,5.22922,0.479566179836,2.3258383743724345,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFED93850>
O=C(c1ccco1)N1CCN(C(=O)[C@@H]2CCS(=O)(=O)C2)CC1,-0.0013,0.7851116359739999,2.744952482696686,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC6A750>
COc1ncnc(NC[C@@H]2CCCC[C@@H]2C)c1[N+](=O)[O-],2.6316,0.656157627899,3.2833520931351456,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD361310>
[NH3+]C[C@@]1([C@@H](O)c2cccc(Cl)c2)CCOC1,1.022,0.8433104921369999,3.989224058806327,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDA8710>
Cc1cnn(CC[NH2+]CCN2CCCC2=O)c1,-0.62268,0.698620488061,3.6075698785438526,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC61DD0>
COc1ccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c([N+](=O)[O-])c1,3.1635,0.480884928658,2.117738861594704,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD22B910>
Cc1ccc(C)c([C@@H](C)NC(=O)c2cccc([N+](=O)[O-])c2C)c1,4.01106,0.660180770736,2.399494953074333,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC6BCD0>
COc1ccc(-c2nnc(SC[C@@H](O)c3ccccc3Cl)n2C)cc1,3.9698,0.637553809916,2.5824994858608985,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8A1D50>
O=C1C[C@@H](C(=O)OCc2nc(C3CC3)cs2)c2ccc(F)cc2N1,3.3288,0.846849709928,3.1517677753618654,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29E710>
CC(C)CCNC(=O)c1cc2occc2n1Cc1ccccc1,4.0585,0.718794558725,2.160655856889917,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8A0090>
Cc1nc(Br)ccc1NS(=O)(=O)Cc1cccc(F)c1,3.23352,0.839676507358,2.3312413897970323,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD1F9850>
Fc1ccc([C@@H]2c3nc[nH]c3CC[NH+]2CC2CC2)c(Cl)c1,2.1426,0.897978852215,4.491368434659394,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57CF85D0>
CCOC(=O)Nc1ccc(NC(=O)N2C[C@@H](C)CC[C@H]2C)cc1C#N,3.77898,0.846172117199,3.0673475554205902,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD26EC90>
O=C(NC[C@H]1CC[NH+](CC(F)(F)F)C1)c1cc2sc3ccccc3c2s1,3.3129,0.68122937333,4.308665571882154,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECAE2D0>
C[C@H](CNC(=O)c1cnn(Cc2ccccc2)c1)c1ccc(F)cc1,3.604,0.728048834625,2.3996696917113844,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DF710>
Cc1nc(N2C[C@@H]([NH3+])C[C@@H](C)C2)sc1C,1.21664,0.791634466452,4.10344209813433,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29E250>
Cc1cccc(NCC(=O)Nc2cccc(OC[C@H]3CCCO3)c2)c1C,3.91184,0.7650819639149999,2.477761483459941,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3E9490>
COc1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H](c1ccc(O)cc1O)N2,3.9329,0.710758624628,3.3939927679594044,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD160650>
N#C[C@H]1CNCCN1Cc1nc(-c2ccco2)no1,0.62698,0.879603134457,3.3140561353229963,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32F510>
CCc1noc(CC)c1CNC(=O)Cc1nc(-c2cccs2)oc1C,3.68322,0.676747983421,2.7981556782134795,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32E450>
CC(=O)NCC(=O)Nc1ccc(C(=O)N(C)C2CCCCC2)c(Cl)c1,2.8193,0.836081159409,2.110067289688349,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DC590>
CCC[C@H]([NH2+]C)c1ccn(Cc2ccc(Cl)cc2)c1,3.2242,0.824388232272,3.5930956041874653,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DF410>
Cc1ccc(F)c(C(=O)N2CCCC[C@@H]2CCN2CCOCC2)c1Cl,3.50452,0.796536521403,2.8217941770851667,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFED93810>
Cc1ccn2c(=S)nc(-c3ccc(Cl)c(S(=O)(=O)N4CCOCC4)c3)nc2c1,3.10851,0.579473681512,2.701013386921669,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29F150>
C[C@H]1C[C@@H](C)C[NH+](CCCNC(=O)NC[C@@H]2CC[NH+](C3CC3)C2)C1,-0.6963,0.47628764475,5.884388607688639,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57D67610>
CCN(CC(=O)Nc1cccc(OC)c1)C(=O)c1ccc(F)cc1Br,3.6976,0.769984121918,1.9834231425311568,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDED9D0>
COc1ccc(-c2ccc(NS(=O)(=O)c3ccc4c(c3)CCCC4)cc2)nn1,3.8318,0.6878582776919999,2.1908622455173643,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECAE5D0>
O=C(COc1cccc2c1NC(=O)CO2)Nc1ccccc1Cl,2.6884,0.8983317037270001,2.1365845282185902,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32C090>
O[C@H](CN1CCN(c2ccccc2F)CC1)Cn1nnnc1-c1ccccc1,1.6623,0.7051229491969999,2.668291666238681,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29DE90>
CS(=O)(=O)c1cccc(C(=O)Nc2ccc(NC(=O)c3nccnc3N)cc2Cl)c1,2.6203,0.5452419720830001,2.204741502617708,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD387050>
CCN(Cc1ccccc1Cl)C(=O)N[C@H]1CCN(CC(F)(F)F)C1,3.5081,0.8488773435420001,2.776784126657628,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDEE150>
Clc1cc2c(cc1/C=N/Nc1nc3ccccc3s1)OCO2,4.1244,0.556991431051,2.3531243039323204,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEC6E1D0>
CC[NH2+][C@@H](Cc1ccc(F)c(F)c1)c1ccccc1Br,3.5944,0.834593760188,3.410637547629477,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04C549D0>
COC(=O)C[C@@H](NC(=O)c1ccc([N+](=O)[O-])o1)c1cccc(Br)c1,2.9845,0.451207313556,2.764819790993293,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD385010>
N#Cc1c([O-])nc(SCC(=O)Nc2ccccc2C(N)=O)nc1-c1ccccc1,1.91858,0.474165195035,2.5741829327782617,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD2CCFD0>
C[C@@H]1C[NH+](Cc2ccccc2)CCCN1C(=O)c1cc2c(cc1O)OCO2,1.4404,0.8682541994349999,3.9773843855327016,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DDD10>
CC[C@]1(c2ccccc2)NC(=O)N(CC(=O)N(c2ccccc2)c2nc(C)cs2)C1=O,3.97352,0.574633208571,2.958659746549728,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DE050>
CCCc1nc(COc2ccc3c(c2)OCO3)cs1,3.4033,0.822729516567,2.172317624843199,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29D090>
COC(=O)c1sc2ccc(NC(=O)Nc3ccccc3Cl)cc2c1OC,4.9939,0.589095373907,2.1208248530042297,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECACD90>
CCn1nc(CC2CC2)nc1-c1ccccc1N(C)C,2.9835,0.8289308866699999,2.584912773413416,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD229790>
CC(=O)N[C@H](C)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.1873,0.8170466945389999,2.588413117687196,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29D310>
CC(=O)N1CCN(C(=O)CCNC(=O)COc2ccc(C)cc2)CC1,0.57082,0.831659489977,1.8843457416711475,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECAE190>
C[C@@H]1C[C@H]1C(=O)N1CCc2c(sc3ncnc(N)c23)C1,1.8142,0.874440739455,3.276762807420861,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32C7D0>
CCCN[C@@H]1CCOC[C@@H]1[NH+]1CCC(C)(C)C1,0.4583,0.76314213115,5.0411621467561964,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD1A73D0>
C[C@@]12CCC(=O)N1[C@@H](C(=O)Nc1cccc(Br)c1)CS2,2.8416,0.881375308412,3.12386170851976,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29F090>
Cc1nc(C)n(C[C@@H]2CCCN(c3ncnc4ccccc34)C2)n1,2.75474,0.7378477516930001,2.873151918865421,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29E350>
CCOC(=O)c1ccc(NC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)cc1,3.6114,0.5727537530879999,2.2921271633285283,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29EE10>
Cc1ccc(NC(=O)C[NH+](C)[C@H]2CCSC2)c([N+](=O)[O-])c1,0.86192,0.6343558267539999,4.157668010256211,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD386E50>
NC(=O)C1CCN(C(=O)c2c(F)cccc2Cl)CC1,1.8166,0.906405739532,1.9369767541754064,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDECCD0>
CCCN[C@]1(C(N)=O)CCC[C@@H]([NH+](CC)CC)C1,0.0774,0.620401141814,4.6785987017576005,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29C690>
C/C=C(/C)C(=O)[C@H](C#N)c1ccc(F)cn1,2.36318,0.732207668151,3.480337771670193,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DD050>
[NH3+]Cc1nnc(S[C@H]2CCO[C@@]3(CCSC3)C2)n1C1CC1,1.5017,0.916354074125,5.078106007470304,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECAC610>
CCOCCN1C(=O)[C@H]2CCCN2C(=O)[C@@H]1CC,0.6347,0.688715690722,3.2414897786806782,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFECAC050>
CC1(C)CC[NH+](CC[NH2+]CCc2ccsc2)C1,0.1688,0.692781135464,5.424902148835268,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29F190>
CCC(=O)Nc1ccc(-c2nc3ccc(OC(=O)CC)cc3c(=O)o2)cc1,3.5189,0.5352911680319999,2.198789727020208,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD2F7490>
COc1ccc([C@H]([NH2+]Cc2ccc(-c3cccnc3)cc2)C2CC2)cc1,3.9719,0.6791719989030001,3.2047793215166225,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DE0D0>
CC(C)NC(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,0.9473,0.800743778524,3.142009561486108,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD2CCD10>
Cc1ccnc(NNC(=O)c2cc(-c3ccccc3)c(C)[nH]c2=O)c1,2.81064,0.636244847245,2.3228757215504228,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DED50>
CC(=O)NC[C@H]1CCCN(C(=O)[C@H](C)Oc2ccc(F)c(F)c2)C1,2.1068,0.89661509173,2.8733447510843764,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29E310>
Cc1cccc([C@H](C)NC(=O)c2ccc(NC=O)cc2)c1C,3.36274,0.8154186558390001,2.463751522683669,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD336490>
Cc1ccc(/C=C/C(=O)Nc2ccc(N3CCC[C@@H](C(N)=O)C3)nc2)o1,2.33662,0.803574591191,2.837948568699028,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DE410>
Cc1ccc(NC(=O)c2nnn(-c3ccccc3)n2)cc1F,2.36212,0.8058590331540001,2.1953211593845587,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD235F10>
O=C(NCCC1[NH+]=c2ccccc2=[NH+]1)[C@H]1C[C@H](C2CC2)N([C@@H]2CCS(=O)(=O)C2)N1,-4.5224,0.352190145973,5.163500164379405,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD386DD0>
Cc1cccn2c(=O)c(C(=O)N(C)[C@H](c3ccccc3)C(C)C)cnc12,3.47222,0.708819922727,2.8633517911522515,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57BF5DD0>
C[C@H]1COc2ccccc2N1C(=O)c1csc(-c2ccco2)n1,3.8308,0.6956197823360001,2.9202641986578293,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD336790>
C[C@H]1CN(C(=O)c2cc(F)cc3cccnc23)C(C)(C)CO1,3.0134,0.804329940829,3.1876329854831646,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD82C4190>
O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2ccco2)/C1=C(\O)c1ccc(F)cc1,0.7555,0.446416280084,3.836268085118991,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3865D0>
Cc1ccc(-c2csc(NC(=O)c3ccc(-n4cccn4)c(F)c3)n2)s1,4.75712,0.527580352655,2.383054720232892,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32DD10>
CCOCc1ccc2c(c1)C(O)=C([O-])C(=C1C=CC(=[N+]3CC[NH+](C)CC3)C=C1)O2,0.5643,0.7485707588220001,4.467616172679705,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD1A5550>
CN(CCCNC(=O)c1nccnc1N)c1ccccc1,1.3151,0.7906566189859999,2.143534389662939,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD265C90>
COCCN(CCC#N)Cc1cc(Cl)ccn1,2.09708,0.749804849916,2.4930752356867103,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57D64A90>
CCOc1cccc(C(=O)Nc2c(C)cc3nc(NN=C(C)C)sc3c2C)c1,5.37184,0.419484543876,2.5543838760236106,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD335110>
Cc1ncc([C@H](C)NC[C@H]2CN3CCCC[C@@H]3CO2)c(C)n1,1.99734,0.926553739114,3.635850378146353,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD336D90>
C[C@H]1CN(Cc2cc(F)cc(Br)c2)C[C@H](C)S1,3.914,0.7861222057889999,3.251336927982675,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD334F10>
CSCc1cccc(C(=O)Nc2cccc(NS(=O)(=O)c3ccccc3)c2)c1,4.6027,0.568259917814,1.9157188908165088,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD39C850>
Cc1cc(NCc2ccc(N3CCO[C@H](C)C3)[nH+]c2)n2c(nc3ccccc32)c1C#N,3.3189,0.5453035451179999,3.894972928367911,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD39DB10>
Fc1ccccc1[C@H]1Oc2ccccc2C2=Nc3nnnn3[C@H](c3cccnc3)[C@H]21,3.6809,0.500705875665,3.6656053258301498,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32D010>
CC[C@H](NC(=O)N1CC[C@H]2CC[C@@H](C1)[NH+]2C)C(=O)[O-],-2.0241,0.659076373342,5.925855183873804,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32C650>
COc1ccc(-c2cc(N3CCN(C(=O)COc4ccccc4Cl)CC3)ncn2)cc1,3.5332,0.572429943978,2.1358913959100896,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04C55A10>
CCNc1ccc(Cl)c(CN(C)C[C@@H]2CCC[NH+]2CC)n1,1.6658,0.809928016583,4.49597005134779,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32F3D0>
CC[C@@H](NC(=O)Cc1cc2ccccc2[nH]c1=O)C(=O)OC,1.1384,0.821025759371,2.565400450804729,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE57D06910>
Cc1oc(-c2ccccc2Cl)cc1C(=O)NCCc1ccccn1,4.275919999999998,0.7231875848620001,2.095341165194032,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFEDD6990>
COCCCOc1nc(C(F)(F)F)ccc1C[NH3+],1.2576,0.796864469896,3.0452261010311616,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD3853D0>
O=C(Cn1cnc(S(=O)(=O)N2CCCC2)c1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.7407,0.63659723092,2.5617766307334047,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD29DB50>
CCNC(=O)[C@H]1C2=C(CCCC2)S[C@H]1NC(=O)C1=NN=C(c2c(C)cc(C)cc2O)C1,3.32734,0.641564290694,4.207291753903894,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD334D10>
CCN(CC)S(=O)(=O)N1C[C@@H](c2ccccc2)[C@H]2[C@H]1CCCCC[NH+]2C,1.4983,0.84952910087,4.422594490198676,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04C54290>
COc1cccc(C(=O)N2CCCC[C@@H]2C2CCN(C(=O)c3csnn3)CC2)c1,3.0938,0.758925661869,2.8733015089241007,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD1A4390>
C[C@@H](CNC(=O)c1cccnc1)N1CCc2ccccc21,2.2626,0.936729524063,2.5256379902165964,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD361810>
O=C(N[C@@H]1CCCC[C@@H]1OC1CCCC1)[C@@H]1CC12CCOCC2,3.1897,0.8521635501010001,4.126382243650462,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8A14D0>
CCc1noc(C)c1NC(=O)C(=O)NCc1ccnc(OC(C)(C)C)c1,2.37262,0.7935745618760001,2.7358862608612764,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD39C090>
COc1cccc(CNC(=O)[C@@H](C)NC(=O)N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,2.3488,0.522209524462,2.703765210130639,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD334DD0>
CCc1nn(C)cc1C(=O)N1CCC[C@@H](COc2ccccc2)C1,2.9137,0.84094264163,2.7190576140398104,3,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD334D90>
Cc1cn2c(/C=C/c3nccc(-c4cnn(C)c4)n3)c(C)nc2s1,3.37354,0.564284008441,3.1397425029866737,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DE04C57A90>
Cc1cc(NCCc2c[nH]c(=O)[nH]c2=O)nc(-c2cccnc2)n1,0.8782200000000001,0.6511361308429999,2.5453251116823274,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8A2B90>
CC(C)[C@@H]([NH3+])CNC(=O)[C@@]1(C)CCCO1,-0.0618,0.7103170756,4.355045625338834,1,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDD82C6B10>
CC[C@@H](C)CNC(=O)c1cccc(C(F)(F)F)c1F,3.6204,0.8152075129999999,2.6035689375207984,4,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8A2850>
CC1=C(C(=O)OC(C)(C)C)[C@@H](c2ccc(C(C)C)cc2)NC(=O)N1,3.7796,0.804147294307,2.715223615293992,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD335950>
CCOC(=O)Cn1/c(=N/C(=O)Cc2ccc3c(c2)OCO3)sc2cc(S(C)(=O)=O)ccc21,2.0681,0.50278276969,2.602943280857477,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32DA50>
O=C(COc1ccc(Cl)cc1)N/N=C/c1ccc([O-])c([N+](=O)[O-])c1,1.8509,0.488582345076,2.5506458923941526,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD32F410>
Cn1cc(Cl)c(C(=O)NCCc2cc3nc(-c4ccncc4)ccn3n2)n1,2.1507,0.573721367071,2.7703644233764813,2,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFE8DD750>
Nc1cccc2c1N[C@H](c1ccc(Cl)cc1)[C@H]1CCC[C@@H]21,4.9727,0.698539441587,3.2626081481473053,5,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=300x300 at 0x1DDFD335D50>
